1	+	28517651	2
1	+	28537165	1
1	+	28574998	1
1	+	28594668	2
1	+	28686173	1
1	+	28686213	2
1	+	28698563	3
1	+	28890327	1
1	+	29071760	1
1	+	29120208	1
1	+	29167734	2
1	+	29275419	1
1	+	29285949	1
1	+	29339634	1
1	+	29346985	6
1	+	29358517	1
1	+	29358560	1
1	+	29366020	1
1	+	29406633	1
1	+	29406661	2
1	+	29432659	1
1	+	29463344	2
1	+	29552370	1
1	+	29577586	1
1	+	29596186	1
1	+	29664843	1
1	+	29664869	1
1	+	29736551	1
1	+	29736842	1
1	+	29736905	48
1	+	29746843	1
1	+	29803933	1
1	+	29819011	1
1	+	29844558	2
1	+	29890116	1
1	+	30045983	1
1	+	30183438	1
1	+	30183495	1
1	+	30194457	1
1	+	30194560	1
1	+	30219928	1
1	+	30219961	1
1	+	30227541	1
1	+	30272574	1
1	+	30272634	1
1	+	30290296	1
1	+	30307372	1
1	-	31185	1
1	-	33741	5
1	-	47495	1
1	-	50093	11
1	-	50173	7
1	-	64325	2
1	-	67320	1
1	-	73931	1
1	-	121108	1
1	-	121133	4
1	-	121171	1
1	-	123576	1
1	-	154394	1
1	-	154471	1
1	-	156810	1
1	-	180127	3
1	-	180161	1
1	-	180230	2
1	-	180304	1
1	-	221795	1
1	-	225810	2
1	-	225868	3
1	-	313420	2
1	-	330615	1
1	-	387280	1
1	-	400036	1
1	-	400089	1
1	-	403198	1
1	-	450541	1
1	-	462052	1
1	-	471133	2
1	-	607845	1
1	-	607912	7
1	-	607946	12
1	-	623799	1
1	-	623850	1
1	-	661220	1
1	-	712467	1
1	-	731648	1
1	-	732054	1
1	-	753420	6
1	-	753455	1
1	-	753656	1
1	-	869051	2
1	-	916845	1
1	-	916873	1
1	-	933146	1
1	-	1042288	1
1	-	1075544	2
1	-	1075662	1
1	-	1106469	1
1	-	1141655	5
1	-	1141718	1
1	-	1189111	1
1	-	1189146	1
1	-	1189186	2
1	-	1234231	1
1	-	1258623	1
1	-	1303615	1
1	-	1303673	1
1	-	1303952	1
1	-	1336363	1
1	-	1340589	1
1	-	1340645	1
1	-	1403154	1
1	-	1413734	1
1	-	1416413	2
1	-	1431258	3
1	-	1502378	13
1	-	1560686	1
1	-	1560755	1
1	-	1596201	1
1	-	1766546	5
1	-	1766719	1
1	-	1801177	1
1	-	1808006	1
1	-	1828523	5
1	-	1834887	1
1	-	1869034	1
1	-	1892580	1
1	-	1894401	1
1	-	1960106	1
1	-	2003676	1
1	-	2049622	2
1	-	2052482	1
1	-	2060710	1
1	-	2076525	1
1	-	2076561	1
1	-	2111365	1
1	-	2192031	3
1	-	2192057	1
1	-	2264720	1
1	-	2301399	1
1	-	2338661	13
1	-	2338706	1
1	-	2338775	1
1	-	2338869	1
1	-	2344473	1
1	-	2390752	1
1	-	2408227	4
1	-	2408255	12
1	-	2421218	2
1	-	2421268	1
1	-	2463044	1
1	-	2463088	20
1	-	2465772	1
1	-	2469287	1
1	-	2473329	1
1	-	2574000	2
1	-	2574043	1
1	-	2640808	1
1	-	2640917	42
1	-	2667867	2
1	-	2667927	1
1	-	2691118	1
1	-	2691209	1
1	-	2691307	1
1	-	2715079	1
1	-	2748433	1
1	-	2809820	1
1	-	2846988	1
1	-	2952959	1
1	-	2971622	1
1	-	2973018	3
1	-	3037807	1
1	-	3112851	2
1	-	3136285	2
1	-	3147769	1
1	-	3165371	1
1	-	3230475	2
1	-	3230536	1
1	-	3269693	1
1	-	3304041	1
1	-	3322857	1
1	-	3395543	1
1	-	3395573	1
1	-	3397100	5
1	-	3442426	1
1	-	3442498	2
1	-	3460024	2
1	-	3502042	1
1	-	3502116	1
1	-	3601014	1
1	-	3607696	3
1	-	3614572	1
1	-	3655765	1
1	-	3655862	2
1	-	3817512	1
1	-	3834602	1
1	-	4016867	4
1	-	4039710	1
1	-	4089864	1
1	-	4089890	2
1	-	4114833	1
1	-	4178509	1
1	-	4187316	4
1	-	4226361	1
1	-	4263265	2
1	-	4267159	1
1	-	4379761	1
1	-	4392503	5
1	-	4394969	1
1	-	4396360	1
1	-	4396548	1
1	-	4440545	1
1	-	4563541	1
1	-	4576960	1
1	-	4589092	1
1	-	4608186	1
1	-	4608246	24
1	-	4608320	2
1	-	4620206	2
1	-	4638660	2
1	-	4644711	1
1	-	4680425	1
1	-	4874974	1
1	-	4927009	1
1	-	4927080	1
1	-	4929123	1
1	-	4946277	1
1	-	5102498	1
1	-	5102525	4
1	-	5102587	1
1	-	5105123	1
1	-	5116642	1
1	-	5132554	1
1	-	5132630	2
1	-	5132656	2
1	-	5165710	3
1	-	5165793	1
1	-	5193480	1
1	-	5228335	2
1	-	5250660	2
1	-	5250716	1
1	-	5257039	1
1	-	5257065	2
1	-	5257111	2
1	-	5275694	1
1	-	5331870	1
1	-	5414972	1
1	-	5446539	25
1	-	5446591	23
1	-	5446645	1
1	-	5675665	1
1	-	5729133	1
1	-	5770737	1
1	-	5779013	1
1	-	5779034	1
1	-	5909299	1
1	-	5951593	1
1	-	5951642	1
1	-	6093431	1
1	-	6096427	1
1	-	6152397	1
1	-	6152426	2
1	-	6192108	1
1	-	6211885	1
1	-	6213775	3
1	-	6283469	1
1	-	6377320	4
1	-	6377331	3
1	-	6377365	1
1	-	6481162	1
1	-	6485618	1
1	-	6523293	1
1	-	6561010	1
1	-	6609379	1
1	-	6712056	1
1	-	6712115	1
1	-	6796263	1
1	-	6800017	1
1	-	6809763	1
1	-	6819576	1
1	-	6823004	1
1	-	6897611	1
1	-	6900237	1
1	-	6914620	2
1	-	6937875	2
1	-	6937929	1
1	-	6969173	1
1	-	7001200	1
1	-	7001271	1
1	-	7020749	1
1	-	7038814	3
1	-	7042638	114
1	-	7083359	1
1	-	7084554	1
1	-	7088067	1
1	-	7134754	1
1	-	7158262	1
1	-	7244939	1
1	-	7297295	1
1	-	7301803	1
1	-	7378591	1
1	-	7378635	1
1	-	7419804	2
1	-	7502186	1
1	-	7518992	1
1	-	7529866	1
1	-	7529896	3
1	-	7529944	1
1	-	7530740	1
1	-	7534151	1
1	-	7548591	1
1	-	7553155	1
1	-	7566231	1
1	-	7619967	1
1	-	7651647	1
1	-	7651685	1
1	-	7690878	1
1	-	7828380	1
1	-	7878877	7
1	-	7953057	3
1	-	7955488	1
1	-	7955570	1
1	-	8013379	1
1	-	8028167	1
1	-	8028201	1
1	-	8030698	1
1	-	8080531	1
1	-	8234097	1
1	-	8268536	14
1	-	8268601	8
1	-	8268650	2
1	-	8309279	1
1	-	8309404	1
1	-	8312076	1
1	-	8312102	1
1	-	8406768	1
1	-	8427913	1
1	-	8557216	1
1	-	8853996	1
1	-	8933782	1
1	-	9024343	1
1	-	9039727	1
1	-	9044439	1
1	-	9126768	1
1	-	9285490	1
1	-	9300938	2
1	-	9301000	1
1	-	9315513	1
1	-	9407316	1
1	-	9484274	1
1	-	9484332	2
1	-	9484368	1
1	-	9484438	1
1	-	9527629	1
1	-	9731385	2
1	-	9812962	2
1	-	9889210	1
1	-	9969439	1
1	-	10051036	1
1	-	10190137	1
1	-	10223268	2
1	-	10277889	1
1	-	10305815	1
1	-	10385016	2
1	-	10393719	1
1	-	10393815	2
1	-	10459575	1
1	-	10472279	8
1	-	10472280	90
1	-	10473187	1
1	-	10474917	122
1	-	10475063	1
1	-	10479120	1
1	-	10498310	2
1	-	10499761	1
1	-	10546633	1
1	-	10807049	1
1	-	10831726	1
1	-	10858386	1
1	-	10993194	1
1	-	10993214	2
1	-	11114761	3
1	-	11158637	1
1	-	11214915	54
1	-	11214989	2
1	-	11216974	1
1	-	11217841	1
1	-	11255849	1
1	-	11273638	1
1	-	11288454	1
1	-	11288499	1
1	-	11592973	1
1	-	11739256	1
1	-	11739301	2
1	-	11742169	1
1	-	11749799	1
1	-	11820958	1
1	-	11920508	1
1	-	12057264	1
1	-	12357985	1
1	-	12370084	1
1	-	12370123	1
1	-	12587837	1
1	-	12590935	1
1	-	12736094	1
1	-	12736160	1
1	-	12745950	1
1	-	13836257	1
1	-	13898449	4
1	-	14027290	1
1	-	14027294	1
1	-	14184923	1
1	-	15603687	2
1	-	15651126	6
1	-	16135863	1
1	-	16135918	1
1	-	16398152	1
1	-	16410538	2
1	-	16486412	1
1	-	16641984	1
1	-	16655857	1
1	-	16708067	2
1	-	16708068	4
1	-	16796418	1
1	-	16834632	1
1	-	16848304	1
1	-	16848380	1
1	-	16848429	1
1	-	16896742	1
1	-	16914206	1
1	-	16982936	1
1	-	17075183	1
1	-	17169554	1
1	-	17282856	2
1	-	17282895	1
1	-	17282954	1
1	-	17321168	1
1	-	17518250	1
1	-	17682224	1
1	-	17717142	5
1	-	17717178	1
1	-	17886154	1
1	-	17981817	1
1	-	18065008	1
1	-	18068765	1
1	-	18285499	1
1	-	18285546	1
1	-	18321797	3
1	-	18356913	1
1	-	18378693	1
1	-	18410991	3
1	-	18428906	1
1	-	18501783	2
1	-	18519998	1
1	-	18591258	1
1	-	18638454	2
1	-	18712024	1
1	-	19052069	15
1	-	19097806	1
1	-	19097850	1
1	-	19102810	1
1	-	19128143	1
1	-	19128159	1
1	-	19158755	1
1	-	19453595	1
1	-	19453651	3
1	-	19475055	13
1	-	19573075	1
1	-	19849904	1
1	-	19854714	8
1	-	19854749	2
1	-	19884026	1
1	-	19966977	1
1	-	20053195	1
1	-	20065740	2
1	-	20170736	4
1	-	20179473	1
1	-	20195299	1
1	-	20246252	1
1	-	20275534	1
1	-	20275604	1
1	-	20309829	5
1	-	20310406	1
1	-	20357006	1
1	-	20357066	1
1	-	20401440	1
1	-	20414496	4
1	-	20597865	1
1	-	20648480	1
1	-	20715589	4
1	-	20725704	1
1	-	20791676	1
1	-	20802738	23
1	-	20803729	1
1	-	20927763	2
1	-	20966616	1
1	-	20968049	29
1	-	20984397	3
1	-	20984470	1
1	-	20987141	1
1	-	21025882	2
1	-	21052324	1
1	-	21072864	1
1	-	21072958	1
1	-	21086554	1
1	-	21086557	3
1	-	21086639	1
1	-	21089923	9
1	-	21138558	1
1	-	21198304	1
1	-	21362550	1
1	-	21429874	1
1	-	21504330	2
1	-	21623730	3
1	-	21623783	1
1	-	21806077	1
1	-	21842352	1
1	-	22090240	1
1	-	22093570	1
1	-	22093611	1
1	-	22142759	1
1	-	22142807	1
1	-	22324553	1
1	-	22342413	1
1	-	22366705	2
1	-	22369036	1
1	-	22462023	1
1	-	22534716	1
1	-	22534733	1
1	-	22674119	1
1	-	22689615	1
1	-	22718689	1
1	-	22718753	3
1	-	22812649	1
1	-	22867906	1
1	-	22924210	1
1	-	22947513	1
1	-	22962126	1
1	-	22975570	13
1	-	23181466	1
1	-	23233479	2
1	-	23233518	2
1	-	23272479	1
1	-	23494648	1
1	-	23499265	1
1	-	23583597	1
1	-	23603988	1
1	-	23657623	1
1	-	23689786	1
1	-	23738675	1
1	-	23738797	1
1	-	23954903	5
1	-	24046672	1
1	-	24046748	2
1	-	24046908	1
1	-	24060892	1
1	-	24064966	2
1	-	24096435	1
1	-	24134157	1
1	-	24137566	1
1	-	24140008	1
1	-	24154323	1
1	-	24248828	3
1	-	24248911	2
1	-	24306707	1
1	-	24418147	1
1	-	24440284	1
1	-	24473019	1
1	-	24559335	1
1	-	24559380	1
1	-	24605712	2
1	-	24655250	4
1	-	24686290	1
1	-	24695679	1
1	-	24774218	5
1	-	24774259	1
1	-	24863829	2
1	-	24933898	1
1	-	24992584	7
1	-	24992699	1
1	-	25019037	1
1	-	25048280	205
1	-	25048390	7
1	-	25100896	1
1	-	25154039	1
1	-	25163683	1
1	-	25163728	1
1	-	25188372	1
1	-	25197909	1
1	-	25236953	1
1	-	25365822	1
1	-	25394312	15
1	-	25446285	1
1	-	25449367	1
1	-	25449426	1
1	-	25478757	1
1	-	25598362	1
1	-	25712586	1
1	-	25726747	1
1	-	25734252	4
1	-	25757514	4
1	-	25777852	1
1	-	25777919	1
1	-	25872455	1
1	-	26039232	1
1	-	26045126	1
1	-	26050232	2
1	-	26111802	1
1	-	26193658	3
1	-	26239843	1
1	-	26296755	1
1	-	26341874	1
1	-	26356344	1
1	-	26363351	1
1	-	26432377	1
1	-	26465903	1
1	-	26471082	1
1	-	26512815	1
1	-	26534020	1
1	-	26563924	1
1	-	26584702	1
1	-	26588451	1
1	-	26588534	1
1	-	26620963	3
1	-	26621002	2
1	-	26621113	1
1	-	26688321	1
1	-	26695321	1
1	-	26715187	1
1	-	26715259	1
1	-	26725715	1
1	-	26795258	1
1	-	26795295	1
1	-	26861664	1
1	-	26861700	1
1	-	26885471	1
1	-	26986036	1
1	-	26986091	1
1	-	27080324	2
1	-	27109291	1
1	-	27111987	1
1	-	27242944	1
1	-	27242979	6
1	-	27264911	2
1	-	27265026	1
1	-	27274115	1
1	-	27274205	1
1	-	27286040	1
1	-	27319741	2
1	-	27339130	35
1	-	27540230	1
1	-	27540304	3
1	-	27540349	1
1	-	27633351	2
1	-	27688224	2
1	-	27688263	1
1	-	27690350	1
1	-	27690387	1
1	-	27704035	1
1	-	27745468	1
1	-	27755557	1
1	-	27798311	1
1	-	27805053	1
1	-	27847093	1
1	-	27847168	1
1	-	27849831	1
1	-	27851727	1
1	-	27928258	1
1	-	27948021	1
1	-	28115901	1
1	-	28129825	1
1	-	28129904	1
1	-	28135521	4
1	-	28139025	1
1	-	28151964	1
1	-	28151994	2
1	-	28157529	1
1	-	28157540	3
1	-	28190943	1
1	-	28190978	1
1	-	28220653	2
1	-	28266322	1
1	-	28276425	1
1	-	28281481	2
1	-	28299800	1
1	-	28337903	3
1	-	28347061	1
1	-	28371140	1
1	-	28417070	2
1	-	28422109	1
1	-	28422113	6
1	-	28441529	5
1	-	28477825	1
1	-	28498003	1
1	-	28515271	1
1	-	28522687	1
1	-	28524529	1
1	-	28528082	3
1	-	28550472	1
1	-	28553986	2
1	-	28577969	1
1	-	28586800	3
1	-	28586875	3
1	-	28895302	1
1	-	28947755	1
1	-	28951652	2
1	-	29191961	1
1	-	29191999	1
1	-	29230223	2
1	-	29235856	1
1	-	29303976	5
1	-	29450560	1
1	-	29484275	12
1	-	29484333	4
1	-	29486441	2
1	-	29486552	2
1	-	29535288	1
1	-	29634312	1
1	-	29882235	1
1	-	29924124	1
1	-	29952938	1
1	-	29966499	1
1	-	30027772	1
1	-	30041327	7
1	-	30058742	1
1	-	30058807	1
1	-	30063617	1
1	-	30109207	1
1	-	30156774	1
1	-	30156858	1
1	-	30156887	1
1	-	30169572	1
1	-	30169651	1
1	-	30205314	1
1	-	30277988	1
1	-	30298517	1
1	-	30372886	1
1	-	30403706	1
1	-	30405519	3
1	-	30412541	1
2	+	4061	2
2	+	4739	1
2	+	4866	1
2	+	5953	6
2	+	6029	1
2	+	6064	2
2	+	6182	1
2	+	6262	1
2	+	6328	1
2	+	6478	8
2	+	8825	1
2	+	77903	1
2	+	81066	1
2	+	106304	1
2	+	117608	1
2	+	126351	1
2	+	223347	1
2	+	223769	1
2	+	267450	1
2	+	272455	1
2	+	491995	1
2	+	491999	1
2	+	540602	1
2	+	803435	1
2	+	940288	1
2	+	1078230	1
2	+	1120407	1
2	+	1131834	1
2	+	1188480	1
2	+	1188549	1
2	+	1334508	1
2	+	1528467	3
2	+	1533734	1
2	+	1589993	1
2	+	1590081	1
2	+	1629132	1
2	+	1648504	1
2	+	1648558	2
2	+	1720527	1
2	+	1723725	1
2	+	1968038	1
2	+	2027033	4
2	+	2027060	1
2	+	2027100	60
2	+	2027137	1
2	+	2901086	1
2	+	2930451	2
2	+	2930554	1
2	+	3046705	1
2	+	3299504	1
2	+	3427270	1
2	+	3497544	1
2	+	3500449	1
2	+	3782021	3
2	+	3782117	1
2	+	4804346	4
2	+	5852716	2
2	+	6273085	2
2	+	6315686	1
2	+	6370944	1
2	+	6400890	2
2	+	6400962	2
2	+	6520123	1
2	+	6639369	1
2	+	6798835	2
2	+	6798865	1
2	+	6812847	3
2	+	6812877	2
2	+	7201556	2
2	+	7303306	1
2	+	7361041	1
2	+	7408258	1
2	+	7499159	1
2	+	7548293	8
2	+	7557908	2
2	+	7566383	1
2	+	7566458	1
2	+	7673712	1
2	+	7694690	1
2	+	7742120	1
2	+	7822177	1
2	+	7822275	1
2	+	7838266	16
2	+	7841643	1
2	+	7873865	1
2	+	8210351	1
2	+	8227450	2
2	+	8227563	1
2	+	8296454	1
